レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率,締切予定時刻
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,00:00
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,,
